property_type,society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
house,,1.6,sector 4,11852.0,1350.0,Plot area 150(125.42 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),5,5,2,3.0,,Relatively New,,120.0,,0,0,0,0,0,1,0.0,270.0
flat,pyramid urban,0.7,sector 67a,11844.0,591.0,Carpet area: 591 (54.91 sq.m.),2,2,1,14.0,North,New Property,,,591.0,0,0,0,0,0,1,158.0,295.5
flat,orris aster court premier,1.45,sector 85,6839.0,2120.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3,4,2,3.0,North,New Property,2120.0,1616.0,,0,1,0,0,0,1,0.0,706.6666666666666
flat,emaar gurgaon greens,1.38,sector 102,13495.0,1023.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,6.0,North-East,Relatively New,1650.0,,1022.58,0,1,0,0,0,2,72.0,341.0
flat,ardee city,1.5,sector 52,9146.0,1640.0,Super Built up area 1640(152.36 sq.m.),4,4,3,3.0,,Old Property,1640.0,,,0,0,0,0,0,1,21.0,410.0
flat,bptp terra,1.55,sector 37d,7074.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,3+,19.0,North-East,Relatively New,2191.0,2100.0,1800.0,0,0,0,0,1,2,160.0,547.75
flat,godrej,2.03,sector 79,9046.0,2244.0,Super Built up area 2244(208.47 sq.m.),3,4,3+,7.0,South-East,Relatively New,2244.0,,,0,1,0,0,0,1,149.0,748.0
flat,emaar mgf palm hills,1.25,sector 77,8620.0,1450.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1177 sq.ft. (109.35 sq.m.),3,4,3,3.0,North,Relatively New,1450.0,,1177.0,1,1,0,0,0,1,49.0,483.3333333333333
flat,paras dews,1.15,sector 106,6052.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3,4,3,5.0,North-West,Relatively New,1900.0,1305.0,1173.0,1,1,0,0,0,1,0.0,633.3333333333334
flat,dlf regency park,1.35,sector 28,11992.0,1175.0,Built Up area: 1109 (103.03 sq.m.),2,2,2,1.0,,Moderately Old,,1109.0,,0,0,0,0,0,1,88.0,587.5
flat,apex our homes,0.33,sector 37c,3567.0,925.0,Super Built up area 925(85.94 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,1,3.0,West,Relatively New,925.0,850.0,800.0,0,0,0,0,0,2,7.0,462.5
house,hans enclave,2.0,sector 33,10582.0,1890.0,Built Up area: 210 (175.59 sq.m.),3,10,3,3.0,,Moderately Old,,210.0,,0,0,0,0,0,1,73.0,630.0
flat,emaar gurgaon greens,1.3,sector 102,7878.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,4.0,East,Relatively New,1650.0,,1022.58,0,1,0,0,0,2,95.0,550.0
flat,eldeco accolade,0.87,sohna,5965.0,1459.0,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,10.0,,Relatively New,1457.0,,849.0,1,0,0,0,0,1,74.0,729.5
flat,paras dews,1.0,sector 106,7220.0,1385.0,Super Built up area 1385(128.67 sq.m.)Built Up area: 940 sq.ft. (87.33 sq.m.)Carpet area: 845 sq.ft. (78.5 sq.m.),2,2,3+,2.0,North-East,New Property,1385.0,940.0,845.0,0,0,0,0,0,2,158.0,692.5
house,ss hibiscus,12.5,sector 50,40850.0,3060.0,Plot area 470(392.98 sq.m.)Built Up area: 410 sq.yards (342.81 sq.m.)Carpet area: 340 sq.yards (284.28 sq.m.),4,4,3+,2.0,West,Relatively New,,410.0,340.0,1,1,0,0,0,0,129.0,765.0
flat,the close north,2.35,sector 50,11227.0,2093.0,Super Built up area 2093(194.45 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,3,8.0,North-East,Moderately Old,2093.0,2000.0,1850.0,0,0,1,0,0,2,116.0,697.6666666666666
flat,ss the leaf,1.25,sector 85,7179.0,1741.0,Carpet area: 1741 (161.74 sq.m.),2,2,2,16.0,North,Relatively New,,,1741.0,0,0,0,0,0,2,119.0,870.5
flat,rof ananda,0.38,sector 95,6919.0,549.0,Carpet area: 549.17 (51.02 sq.m.),2,2,1,4.0,,New Property,,,549.174178,0,0,0,0,0,1,15.0,274.5
flat,dlf new town heights,1.75,sector 91,7402.0,2364.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,9.0,South,Relatively New,2364.0,,,0,1,0,1,0,1,96.0,591.0
flat,uphar lakshya homes,0.42,sector 105,4200.0,1000.0,Carpet area: 1000 (92.9 sq.m.),3,2,1,1.0,East,Relatively New,,,1000.0,0,0,0,0,0,1,0.0,333.3333333333333
flat,bestech park view ananda,1.4,sector 81,7734.0,1810.0,Super Built up area 1810(168.15 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),3,3,3+,6.0,North-West,Relatively New,1810.0,,1180.0,0,0,0,0,0,1,0.0,603.3333333333334
flat,ramprastha primera,1.08,sector 37d,6000.0,1800.0,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,9.0,South,Relatively New,1800.0,1700.0,1600.0,0,0,0,0,0,1,92.0,600.0
flat,vatika the seven lamps,0.89,sector 82,8850.0,1006.0,Super Built up area 1428.08(132.67 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,14.0,East,Relatively New,1428.08,,1000.0,1,0,0,0,0,2,109.0,503.0
flat,emaar imperial gardens,2.05,sector 102,9876.0,2076.0,Carpet area: 2025 (188.13 sq.m.),3,4,3+,14.0,South,Relatively New,,,2025.0,0,1,0,0,0,1,60.0,692.0
flat,la lagune,6.75,sector 54,21360.0,3160.0,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),4,6,3+,11.0,East,Moderately Old,3160.0,2455.0,2240.0,0,1,0,0,0,2,60.0,790.0
flat,sare crescent parc,0.8,sector 92,6033.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,3.0,North-East,Relatively New,,,1326.0,0,0,0,0,0,1,0.0,442.0
flat,godrej summit,1.16,sector 104,6387.0,1816.0,Carpet area: 1816 (168.71 sq.m.),3,4,3+,8.0,East,Relatively New,,,1816.0,0,1,0,0,0,2,0.0,605.3333333333334
flat,sare petioles,1.3,sector 92,6373.0,2040.0,Built Up area: 2040 (189.52 sq.m.),4,4,0,7.0,,Undefined,,2040.0,,0,0,0,0,0,1,72.0,510.0
flat,bestech park view grand spa,2.2,sector 81,8270.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),3,4,3+,8.0,East,Relatively New,2660.0,,2300.0,0,1,0,0,0,2,42.0,886.6666666666666
flat,ambience caitriona,14.0,sector 24,22222.0,6300.0,Built Up area: 700 (65.03 sq.m.),4,5,3,3.0,East,Undefined,,700.0,,0,0,0,0,0,1,123.0,1575.0
house,international city by sobha phase 2,6.8,sector 109,12593.0,5400.0,Plot area 600(501.68 sq.m.),4,5,3,2.0,North-West,Relatively New,,5400.0,,0,1,0,0,0,1,165.0,1350.0
flat,m3m skywalk,2.7,sector 74,13379.0,2018.0,Super Built up area 2018(187.48 sq.m.),3,3,3,13.0,,New Property,2018.0,,,0,0,1,0,0,1,103.0,672.6666666666666
flat,tulip violet,1.75,sector 69,8706.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,10.0,North-East,Relatively New,2010.0,,,0,0,0,0,0,2,0.0,502.5
flat,ats triumph,1.8,sector 104,7860.0,2290.0,Carpet area: 2290 (212.75 sq.m.),3,4,3,14.0,,New Property,,,2290.0,0,0,0,0,0,1,0.0,763.3333333333334
flat,emaar gurgaon greens,1.4,sector 102,8484.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,3.0,East,Relatively New,1650.0,,1022.58,0,1,0,0,0,1,0.0,550.0
house,,7.2,sector 17b,15926.0,4521.0,Plot area 420,4,4,2,1.0,,Old Property,,4494.0,,0,1,1,0,0,1,37.0,1130.25
flat,bestech park view city,2.7,sector 49,12505.0,2159.0,Super Built up area 2159(200.58 sq.m.),3,4,3+,6.0,,Moderately Old,2159.0,,,0,0,0,0,0,1,60.0,719.6666666666666
flat,assotech blith,1.15,sector 99,6593.0,1744.0,Super Built up area 1365(126.81 sq.m.),2,2,2,2.0,,New Property,1365.0,,,0,0,0,0,1,2,66.0,872.0
flat,gls arawali homes,0.28,sohna,4938.0,567.0,Super Built up area 567(52.68 sq.m.)Built Up area: 500 sq.ft. (46.45 sq.m.)Carpet area: 467 sq.ft. (43.39 sq.m.),2,2,2,3.0,East,Relatively New,567.0,500.0,467.0,0,0,0,0,0,2,77.0,283.5
flat,emaar mgf the palm drive,3.98,sector 66,18090.0,2200.0,Super Built up area 2200(204.39 sq.m.),3,4,3+,2.0,South-East,Moderately Old,2200.0,,,0,1,0,0,0,2,7.0,733.3333333333334
flat,pioneer park,2.04,sector 61,14623.0,1395.0,Super Built up area 1795(166.76 sq.m.)Built Up area: 1595 sq.ft. (148.18 sq.m.)Carpet area: 1395 sq.ft. (129.6 sq.m.),3,3,3+,16.0,South,Moderately Old,1795.0,1595.0,1395.0,0,1,0,0,0,2,86.0,465.0
house,ansal api esencia,5.46,sector 67,24170.0,2259.0,Plot area 251(209.87 sq.m.),4,5,3+,2.0,East,Relatively New,,2259.0,,1,0,1,1,0,2,49.0,564.75
house,,2.75,sector 12a,12343.0,2228.0,Built Up area: 2228 (206.99 sq.m.),6,6,2,2.0,,Undefined,,2228.0,,0,0,0,0,0,1,49.0,371.3333333333333
flat,dnha cghs,0.85,sector 1,3864.0,2200.0,Built Up area: 2200 (204.39 sq.m.),3,3,0,5.0,,Undefined,,2200.0,,0,0,0,0,0,1,37.0,733.3333333333334
flat,tulip purple,2.6,sector 69,10833.0,2400.0,Super Built up area 2400(222.97 sq.m.),4,4,3+,4.0,,Moderately Old,2400.0,,,0,1,0,0,0,1,102.0,600.0
house,,2.55,a block sector 43,13178.0,1935.0,Built Up area: 215 (179.77 sq.m.),3,3,2,3.0,,Relatively New,,215.0,,0,0,0,0,0,2,28.0,645.0
flat,mvn athens,0.24,sohna,7056.0,340.0,Carpet area: 340.09 (31.6 sq.m.),1,1,1,12.0,West,Relatively New,,,340.13924000000003,0,0,0,0,0,1,49.0,340.0
house,,18.25,sector 26,18250.0,10000.0,Plot area 550(51.1 sq.m.)Carpet area: 10000 sq.ft. (929.03 sq.m.),7,9,3+,4.0,East,Relatively New,,,10000.0,1,1,1,1,0,2,49.0,1428.5714285714287
flat,tulip violet,1.75,sector 69,8883.0,1970.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,North-West,Relatively New,1970.0,,,0,0,0,0,0,1,57.0,492.5
flat,la vida by tata housing,1.32,sector 113,10344.0,1276.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1199 sq.ft. (111.39 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),2,2,2,3.0,North-East,Relatively New,1276.0,1199.0,1099.0,0,0,0,0,0,1,44.0,638.0
flat,hector trimurti heights,1.5,sector 39,6382.0,2350.0,Carpet area: 2350 (218.32 sq.m.),4,3,3,10.0,South-East,Old Property,,,2350.0,0,1,0,0,0,0,151.0,587.5
flat,signature global city 92,0.99,sector 92,6622.0,1495.0,Carpet area: 1495 (138.89 sq.m.),3,2,3,1.0,East,New Property,,,1495.0,0,0,0,0,1,1,45.0,498.3333333333333
flat,tulip violet,1.95,sector 69,9701.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,0.0,West,Relatively New,2010.0,,,0,0,0,0,0,1,80.0,502.5
house,unitech deerwood chase,8.45,sector 50,26153.0,3231.0,Plot area 359(33.35 sq.m.),3,3,2,2.0,North-East,Old Property,,359.0,,1,1,0,0,0,2,21.0,1077.0
flat,ss the leaf,1.05,sector 85,6402.0,1640.0,Super Built up area 1640(152.36 sq.m.),2,2,3,6.0,North-East,Relatively New,1640.0,,,0,0,0,0,1,1,72.0,820.0
flat,tulip leaf,2.07,sector 69,11423.0,1812.0,Super Built up area 1812(168.34 sq.m.),3,3,3,16.0,South-West,Relatively New,1812.0,,,0,0,0,0,0,1,49.0,604.0
flat,dlf regal gardens,1.65,sector 90,7449.0,2215.0,Super Built up area 2215(205.78 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,4,3+,8.0,East,Relatively New,2215.0,1900.0,1700.0,0,0,0,0,1,1,68.0,553.75
flat,smartworld 1dxp,2.75,sector 113,10589.0,2597.0,Carpet area: 2597 (241.27 sq.m.),4,4,3+,20.0,East,Under Construction,,,2597.0,1,1,0,1,0,0,14.0,649.25
house,,0.9,sector 7,10000.0,900.0,Plot area 100(83.61 sq.m.),2,4,3,3.0,North-East,Old Property,,900.0,,0,1,0,0,1,2,35.0,450.0
flat,shapoorji pallonji joyville gurugram,1.77,sector 102,9195.0,1925.0,Super Built up area 1827(169.73 sq.m.),3,3,3,1.0,North-East,Relatively New,1827.0,,,0,0,0,0,0,1,45.0,641.6666666666666
flat,signature global solera,0.36,sector 107,6581.0,547.0,Carpet area: 547 (50.82 sq.m.),2,2,2,8.0,South-East,Relatively New,,,547.0,0,0,0,0,0,1,174.0,273.5
flat,maruti vihar,1.0,sector 28,9090.0,1100.0,Super Built up area 1100(102.19 sq.m.),1,1,1,1.0,North,Old Property,1100.0,,,1,0,0,1,0,2,74.0,1100.0
flat,m3m golfestate,5.9,sector 65,17543.0,3363.0,Super Built up area 3363(312.43 sq.m.),3,3,3,9.0,,Moderately Old,3363.0,,,1,0,0,0,0,0,96.0,1121.0
flat,millenia,0.4,sector 37c,6666.0,600.0,Carpet area: 600 (55.74 sq.m.),2,2,2,4.0,East,New Property,,,600.0,0,0,0,0,0,1,0.0,300.0
flat,godrej nature plus,1.5,sector-33 sohna,9677.0,1550.0,Super Built up area 1550(144 sq.m.),3,3,3,6.0,East,Under Construction,1550.0,,,1,0,0,0,0,1,49.0,516.6666666666666
flat,umang winter hills,1.05,sector 77,5762.0,1822.0,Super Built up area 1822(169.27 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,7.0,East,Relatively New,1822.0,1600.0,1400.0,0,0,0,0,0,1,37.0,607.3333333333334
flat,adani aangan arcade,0.45,sector 88a,7194.0,626.0,Carpet area: 625.47 (58.11 sq.m.),2,2,1,8.0,,New Property,,,625.490229,0,0,0,0,0,1,72.0,313.0
house,,2.25,sector 46,2723.0,8262.0,Plot area 102(85.28 sq.m.)Built Up area: 90 sq.yards (75.25 sq.m.)Carpet area: 85 sq.yards (71.07 sq.m.),4,3,3,3.0,North-East,Relatively New,,90.0,85.0,1,0,0,0,0,2,49.0,2065.5
flat,smart world gems,0.86,sector 89,7796.0,1103.0,Super Built up area 1103(102.47 sq.m.),2,3,3,4.0,,Under Construction,1103.0,,,0,0,0,0,0,1,156.0,551.5
flat,dlf the ultima,2.45,sector 81,11491.0,2132.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,2,9.0,South-East,Relatively New,2132.0,1800.0,1500.0,0,1,0,0,0,2,117.0,710.6666666666666
flat,ats kocoon,1.7,sector 109,9742.0,1745.0,Super Built up area 1745(162.12 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.),3,3,3,22.0,East,Relatively New,1745.0,1550.0,,0,0,0,0,0,1,174.0,581.6666666666666
flat,adani brahma samsara vilasa,4.49,sector 63,14254.0,3150.0,Carpet area: 350 (292.64 sq.m.),4,4,3+,3.0,North,New Property,,,350.0,0,0,0,0,0,2,35.0,787.5
flat,sidhartha ncr one,0.57,sector 95,4179.0,1364.0,Built Up area: 1364 (126.72 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),2,2,2,10.0,,Undefined,,1364.0,1232.0,0,0,0,0,0,1,0.0,682.0
flat,adani m2k oyster grande,2.4,sector 102,9305.0,2579.0,Super Built up area 2579(239.6 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,4,3+,3.0,North-East,Relatively New,2579.0,,2100.0,1,0,0,0,0,2,16.0,859.6666666666666
flat,hcbs sports ville,0.32,sohna,6165.0,519.0,Carpet area: 519 (48.22 sq.m.),2,2,2,2.0,,New Property,,,519.0,0,0,0,0,0,1,26.0,259.5
flat,m3m crown,4.67,sector 111,17000.0,2747.0,Carpet area: 2750 (255.48 sq.m.),4,4,3+,8.0,,Under Construction,,,2750.0,0,0,0,0,0,1,52.0,686.75
flat,puri diplomatic greens,3.5,sector 111,11864.0,2950.0,Super Built up area 2950(274.06 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,5,3+,10.0,North-East,Relatively New,2950.0,2700.0,2500.0,0,1,0,0,0,2,44.0,737.5
flat,ss the leaf,2.0,sector 85,11869.0,1685.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3,5.0,West,Relatively New,2408.0,,1685.0,0,1,0,0,0,1,165.0,561.6666666666666
flat,dlf regency park,2.3,sector 28,11817.0,1946.0,Built Up area: 1777 (165.09 sq.m.),3,3,3,7.0,North-East,Moderately Old,,1777.0,,0,1,0,0,0,1,75.0,648.6666666666666
flat,emaar palm gardens,1.4,sector 83,8139.0,1720.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3,3,3,2.0,North-West,Relatively New,1720.0,,1095.3,1,1,1,1,0,2,0.0,573.3333333333334
house,,11.0,sector 41,33951.0,3240.0,Plot area 360(301.01 sq.m.),4,4,2,3.0,East,New Property,,3240.0,,1,1,0,1,0,1,150.0,810.0
flat,signature global city,1.1,sector 37d,8800.0,1250.0,Carpet area: 1250 (116.13 sq.m.),3,3,3,1.0,,Under Construction,,,1250.0,0,0,0,0,0,1,149.0,416.6666666666667
flat,supertech hues,0.8,sector 68,6779.0,1180.0,Built Up area: 1180 (109.63 sq.m.),2,2,3+,14.0,,New Property,,1180.0,,0,0,0,0,0,2,0.0,590.0
flat,emaar digihomes,2.1,sector 62,14254.0,1473.0,Super Built up area 1508.26(140.12 sq.m.),2,2,2,30.0,North,New Property,1508.26,,,0,1,0,0,0,1,51.0,736.5
flat,tulip violet,1.42,sector 69,8998.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,8.0,East,Relatively New,1578.0,,,0,0,0,1,0,2,12.0,526.0
flat,landmark the residency,0.9,sector 103,6666.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,2,1.0,South-West,Relatively New,1350.0,,,0,0,0,0,0,1,108.0,675.0
flat,vatika gurgaon,1.12,sector 83,6455.0,1735.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1126 sq.ft. (104.61 sq.m.),3,3,2,4.0,South-East,Relatively New,1735.0,1200.0,1126.0,1,1,1,1,0,2,44.0,578.3333333333334
flat,sbtl caladium,1.6,sector 109,6286.0,2545.0,Super Built up area 2545(236.44 sq.m.),3,3,3,9.0,North,Relatively New,2545.0,,,0,1,0,0,0,1,72.0,848.3333333333334
flat,imperia elvedor,0.55,sector 37c,8221.0,669.0,Built Up area: 669 (62.15 sq.m.),1,1,0,5.0,,Undefined,,669.0,,0,0,0,0,0,1,31.0,669.0
flat,ss the leaf,1.1,sector 85,9565.0,1150.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,3,10.0,West,Relatively New,1640.0,1600.0,1150.0,0,0,0,1,0,1,0.0,575.0
flat,vatika city homes,1.08,sector 83,6206.0,1740.0,Super Built up area 1740(161.65 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,6.0,South-West,Relatively New,1740.0,,1350.0,0,0,1,0,0,1,53.0,580.0
flat,experion the heartsong,3.0,sector 108,18392.0,1631.0,Super Built up area 2779(258.18 sq.m.)Built Up area: 2204.25 sq.ft. (204.78 sq.m.)Carpet area: 1631.07 sq.ft. (151.53 sq.m.),4,5,3+,2.0,South-West,Relatively New,2779.0,2204.25,1631.07,0,1,0,0,0,0,129.0,407.75
flat,signature global city 63a,1.65,sector 63a,15263.0,1081.0,Super Built up area 1081(100.43 sq.m.),2,2,2,1.0,,Under Construction,1081.0,,,0,0,0,0,0,1,0.0,540.5
flat,assotech blith,0.82,sector 99,6007.0,1365.0,Built Up area: 1365 (126.81 sq.m.),2,2,3,0.0,,Undefined,,1365.0,,0,0,0,0,0,1,128.0,682.5
house,,5.5,sector 43,28424.0,1935.0,Plot area 215(179.77 sq.m.),1,1,No,1.0,South-West,Old Property,,1935.0,,0,0,0,0,1,1,20.0,1935.0
flat,ss almeria,1.5,sector 84,7500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3,2.0,,New Property,2000.0,,1700.0,0,1,0,0,0,1,138.0,666.6666666666666
flat,signature signum 95a,0.4,sector 95a,7782.0,514.0,Carpet area: 514 (47.75 sq.m.),2,2,2,3.0,East,New Property,,,514.0,0,0,0,0,0,1,67.0,257.0
flat,dlf new town heights,1.65,sector 91,6345.0,2600.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,11.0,West,Moderately Old,2364.0,,,0,1,0,0,0,1,29.0,650.0
flat,bestech park view residency,0.55,sector 23,8461.0,650.0,Super Built up area 650(60.39 sq.m.),1,1,2,7.0,North,Moderately Old,650.0,,,0,0,0,0,0,1,60.0,650.0
house,jacob pura,0.35,sector 12a,9722.0,360.0,Built Up area: 360 (33.45 sq.m.),2,1,No,,,Old Property,,360.0,,0,0,0,0,0,1,35.0,180.0
flat,godrej aria,1.3,sector 79,9622.0,1351.0,Super Built up area 1351(125.51 sq.m.),2,4,2,3.0,East,Relatively New,1351.0,,,0,0,0,0,0,1,63.0,675.5
flat,dlf new town heights,1.3,sector 90,6735.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3,3,3+,10.0,South,Relatively New,1930.0,1929.0,1928.0,0,1,0,1,0,2,159.0,643.3333333333334
house,,6.0,sector 12a,35088.0,1710.0,Plot area 190(17.65 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,6,2,2.0,North-East,Old Property,,,1600.0,0,0,0,0,0,1,39.0,427.5
flat,chd avenue,1.25,sector 71,6597.0,1895.0,Super Built up area 1743(161.93 sq.m.),3,4,2,14.0,North-East,Relatively New,1743.0,,,1,1,0,1,1,0,61.0,631.6666666666666
flat,brisk lumbini terrace homes,1.38,sector 109,6338.0,2177.0,Carpet area: 2177 (202.25 sq.m.),3,3,1,4.0,,Moderately Old,,,2177.0,0,0,0,0,0,1,78.0,725.6666666666666
house,international city by sobha phase 2,6.25,sector 109,11574.0,5400.0,Plot area 600(501.68 sq.m.),4,4,3+,2.0,East,Relatively New,,5400.0,,0,1,0,0,0,1,75.0,1350.0
flat,m3m woodshire,1.45,sector 107,6141.0,2361.0,Super Built up area 2361(219.34 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3,4,3+,7.0,South,Relatively New,2361.0,1900.0,,0,1,0,0,0,1,133.0,787.0
flat,ansal heights 86,0.9,sector 86,5325.0,1690.0,Built Up area: 1690 (157.01 sq.m.),3,3,2,10.0,,New Property,,1690.0,,0,0,0,0,0,1,77.0,563.3333333333334
flat,godrej summit,1.75,sector 104,7530.0,2324.0,Carpet area: 2324 (215.91 sq.m.),4,5,3+,1.0,,New Property,,,2324.0,0,1,0,0,0,1,25.0,581.0
house,grover homes sec 4,4.75,sector 4,9374.0,5067.0,Plot area 563(470.74 sq.m.),5,5,1,1.0,South-East,Old Property,,5067.0,,1,1,0,1,0,2,159.0,1013.4
house,international city by sobha phase 2,12.5,sector 109,26670.0,4687.0,Plot area 500(418.06 sq.m.),5,6,3,3.0,East,Relatively New,,4500.0,,1,1,1,1,0,1,80.0,937.4
flat,puri diplomatic greens,2.65,sector 111,13589.0,1950.0,Super Built up area 2215(205.78 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),3,4,2,7.0,West,Relatively New,2215.0,,1950.0,0,1,0,0,0,2,160.0,650.0
flat,raheja revanta,0.99,sector 78,6100.0,1623.0,Super Built up area 1621(150.6 sq.m.),2,2,3,14.0,East,Under Construction,1621.0,,,0,0,0,0,1,1,165.0,811.5
flat,dlf the arbour,7.9,sector 63,20000.0,3950.0,Built Up area: 3950 (366.97 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3+,34.0,,Under Construction,,3950.0,2900.0,0,0,0,0,0,1,174.0,987.5
flat,ramprastha the edge towers,0.8,sector 37d,5797.0,1380.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,2.0,North-East,Relatively New,1380.0,1300.0,1200.0,0,0,0,0,0,1,174.0,690.0
flat,shree arihant apartment,1.5,sector 54,8108.0,1850.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3+,4.0,West,Moderately Old,1850.0,1700.0,1550.0,0,0,0,1,0,2,74.0,616.6666666666666
flat,vatika the seven lamps,1.6,sector 82,6597.0,2425.0,Super Built up area 2425(225.29 sq.m.),4,5,3+,8.0,South-West,Relatively New,2425.0,,,0,1,0,0,0,1,40.0,606.25
house,unitech uniworld resorts,8.0,sector 33,11428.0,7000.0,Plot area 7000(650.32 sq.m.),4,4,3+,2.0,West,Old Property,,7000.0,,1,1,1,1,0,1,102.0,1750.0
house,dlf city plots phase 2,4.5,sector 25,33333.0,1350.0,Plot area 150(125.42 sq.m.),5,3,2,3.0,,Old Property,,1350.0,,0,0,1,1,0,1,0.0,270.0
flat,emaar gurgaon greens,1.49,sector 102,9030.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,10.0,North-East,Relatively New,1650.0,,1022.58,0,0,0,0,0,2,35.0,550.0
flat,signature global park,0.55,sohna,7355.0,748.0,Carpet area: 745 (69.21 sq.m.),2,2,3,4.0,East,New Property,,,745.0,0,0,0,0,0,1,0.0,374.0
house,sushant lok 1 builder floors,10.85,sector 43,28841.0,3762.0,Plot area 418(349.5 sq.m.),8,8,3,3.0,West,Moderately Old,,3762.0,,1,1,1,1,0,0,99.0,470.25
flat,signature global park,0.91,sohna,6289.0,1447.0,Carpet area: 1439 (133.69 sq.m.),3,3,3,1.0,West,Relatively New,,,1439.0,0,0,0,1,0,1,49.0,482.3333333333333
